Date,Price,Open,High,Low,Vol.,Change %
1/15/2020,27365,26343,27444,26343,9.50K,0.58%
1/16/2020,27208,27287,27365,26815,22.00K,-0.57%
1/17/2020,27130,27208,27208,26815,23.18K,-0.29%
1/20/2020,27130,27130,27130,26500,39.49K,0.00%
1/21/2020,26422,26736,27130,26422,36.77K,-2.61%
1/22/2020,27051,26422,27051,26422,22.26K,2.38%
1/30/2020,26265,27051,27051,25950,35.41K,-2.91%
1/31/2020,25164,26265,26265,25164,25.10K,-4.19%
2/3/2020,23512,23434,24377,23434,33.59K,-6.56%
2/4/2020,24259,24377,24377,23630,5.37K,3.18%
2/5/2020,23630,23355,23984,23355,47.97K,-2.59%
2/6/2020,24377,23630,25164,23630,61.77K,3.16%
2/7/2020,24535,25164,25164,24377,21.40K,0.64%
2/10/2020,24141,24377,24535,23827,22.92K,-1.60%
2/11/2020,24063,24141,24141,23591,51.97K,-0.33%
2/12/2020,23905,24063,24063,23276,92.79K,-0.65%
2/13/2020,23591,22805,23827,22805,101.82K,-1.32%
2/14/2020,25006,23591,25006,23434,172.96K,6.00%
2/17/2020,24770,25006,25124,24377,33.77K,-0.94%
2/18/2020,24928,24849,25006,24770,17.28K,0.64%
2/19/2020,25242,24928,26579,24928,48.71K,1.26%
2/20/2020,25950,26343,26343,25478,24.59K,2.80%
2/21/2020,25950,25557,26265,25164,17.82K,0.00%
2/24/2020,24141,24141,25321,24141,52.88K,-6.97%
2/25/2020,24141,24141,24613,23591,24.68K,0.00%
2/26/2020,23591,23984,23984,23434,59.02K,-2.28%
2/27/2020,24141,24299,24299,23591,13.97K,2.33%
2/28/2020,23905,23591,23945,23434,29.05K,-0.98%
3/2/2020,23905,23905,24220,23591,23.86K,0.00%
3/3/2020,24456,24377,24731,24063,29.88K,2.30%
3/4/2020,24377,23905,24613,23905,8.74K,-0.32%
3/5/2020,24299,24377,24456,23984,20.65K,-0.32%
3/6/2020,24220,24299,24377,23984,13.53K,-0.32%
3/9/2020,22529,23591,23591,22529,90.84K,-6.98%
3/10/2020,23040,21861,23591,21861,22.45K,2.27%
3/11/2020,21428,23119,23119,21428,102.08K,-7.00%
3/12/2020,19934,21428,21428,19934,73.58K,-6.97%
3/13/2020,18715,18558,19502,18558,160.28K,-6.11%
3/16/2020,18676,18086,19659,18086,80.53K,-0.21%
3/17/2020,18322,17418,18480,17418,39.52K,-1.89%
3/18/2020,18244,19502,19502,18244,88.83K,-0.43%
3/19/2020,18244,18086,18322,17772,30.55K,0.00%
3/20/2020,18165,18244,18873,18086,9.90K,-0.43%
3/23/2020,16907,17615,17929,16907,46.13K,-6.93%
3/24/2020,16907,17221,17221,16750,48.12K,0.00%
3/25/2020,18008,17968,18008,17615,72.21K,6.51%
3/26/2020,18244,17850,18873,17064,46.31K,1.31%
3/27/2020,18244,17418,18401,17418,64.99K,0.00%
3/30/2020,18086,17221,18086,16985,136.47K,-0.86%
3/31/2020,17693,18086,18244,16828,87.49K,-2.17%
4/1/2020,17929,17300,18086,17300,16.74K,1.33%
4/3/2020,18873,17929,18873,17929,32.04K,5.26%
4/6/2020,20052,19974,20131,19659,47.98K,6.25%
4/7/2020,21153,21232,21232,19659,50.84K,5.49%
4/8/2020,20249,20445,20445,19738,35.43K,-4.27%
4/9/2020,20839,20445,20839,20052,95.18K,2.91%
4/10/2020,20839,20445,21075,20445,26.05K,0.00%
4/13/2020,20839,20917,21075,20603,36.49K,0.00%
4/14/2020,21153,21232,21232,20563,66.06K,1.51%
4/15/2020,21782,21704,21979,21546,42.81K,2.97%
4/16/2020,22608,21900,22608,21782,58.29K,3.79%
4/17/2020,23198,23276,23827,22805,60.48K,2.61%
4/20/2020,23355,23670,23945,23198,71.35K,0.68%
4/21/2020,21743,23355,23434,21743,82.12K,-6.90%
4/22/2020,22018,21743,22018,21232,81.63K,1.27%
4/23/2020,22569,23512,23512,22097,33.16K,2.50%
4/24/2020,22962,22765,22962,22097,18.00K,1.74%
4/27/2020,22569,22962,23040,21940,83.96K,-1.71%
4/28/2020,22411,22726,22726,21979,26.90K,-0.70%
4/29/2020,22529,22569,22569,22018,26.42K,0.53%
5/4/2020,22254,22529,22529,21940,19.26K,-1.22%
5/5/2020,22215,22333,22333,21704,6.63K,-0.18%
5/6/2020,22215,22215,22254,21940,69.69K,0.00%
5/7/2020,22726,22411,22883,22411,25.82K,2.30%
5/8/2020,22490,22805,22805,22490,49.52K,-1.04%
5/11/2020,22372,22647,22647,22175,40.50K,-0.52%
5/12/2020,22805,22372,22805,22254,38.18K,1.93%
5/13/2020,23119,22805,23434,22569,95.65K,1.38%
5/14/2020,22726,22647,23040,22293,59.74K,-1.70%
5/15/2020,22805,22765,22805,22018,96.91K,0.35%
5/18/2020,22411,22805,22805,22175,15.29K,-1.72%
5/19/2020,22411,22411,22726,22215,56.15K,0.00%
5/20/2020,22215,22411,22411,21704,81.05K,-0.88%
5/21/2020,22215,21861,22451,21861,48.70K,0.00%
5/22/2020,22018,22333,22333,21940,62.78K,-0.89%
5/25/2020,22175,22018,22175,21900,45.72K,0.71%
5/26/2020,22097,22254,22254,22018,39.85K,-0.35%
5/27/2020,21900,22175,22175,21900,105.86K,-0.89%
5/28/2020,21940,21900,21940,21546,50.94K,0.18%
5/29/2020,21900,22254,22254,21546,41.62K,-0.18%
6/1/2020,21900,21900,21940,21782,72.68K,0.00%
6/2/2020,21822,22018,22018,21782,41.54K,-0.36%
6/3/2020,21940,21822,21940,21704,15.42K,0.54%
6/4/2020,22175,22018,22215,21979,149.78K,1.08%
6/5/2020,22175,22372,22372,22097,61.30K,0.00%
6/8/2020,23709,22175,23709,22018,249.53K,6.92%
6/9/2020,24770,25006,25006,24574,197.66K,4.48%
6/10/2020,23905,24770,24770,23905,140.50K,-3.49%
6/11/2020,22254,24141,24141,22254,160.36K,-6.91%
6/12/2020,22805,21625,23198,21625,328.04K,2.47%
6/15/2020,22411,22883,22883,22175,156.30K,-1.72%
6/16/2020,22490,22726,22805,22293,35.57K,0.35%
6/17/2020,22687,23316,23316,22411,17.52K,0.87%
6/18/2020,23512,23119,23512,22647,43.68K,3.64%
6/19/2020,24141,23512,24181,23512,69.10K,2.68%
6/22/2020,24141,24141,24692,23670,64.35K,0.00%
6/23/2020,24377,24141,24888,23552,146.08K,0.98%
6/24/2020,24141,24377,24967,24141,61.66K,-0.97%
6/25/2020,23748,23119,24063,23119,22.97K,-1.63%
6/26/2020,24456,23748,24653,23748,188.59K,2.98%
6/29/2020,24220,24456,24574,23591,85.26K,-0.96%
6/30/2020,24417,24377,25124,23984,100.16K,0.81%
7/1/2020,24377,25124,25124,24377,26.37K,-0.16%
7/2/2020,24495,24377,24653,24181,42.93K,0.48%
7/3/2020,23748,24574,24574,23748,40.20K,-3.05%
7/6/2020,23788,24338,24338,23788,78.19K,0.17%
7/7/2020,23748,23984,24063,23748,50.29K,-0.17%
7/8/2020,23040,23748,23748,22805,86.63K,-2.98%
7/9/2020,23355,23198,23552,23080,40.76K,1.37%
7/10/2020,23355,23591,23591,23040,17.73K,0.00%
7/13/2020,23198,23355,23670,23040,36.70K,-0.67%
7/14/2020,23198,23198,23198,22844,43.56K,0.00%
7/15/2020,23316,23198,23394,23158,26.34K,0.51%
7/16/2020,23198,23316,23394,23158,18.03K,-0.51%
7/17/2020,23670,23355,23670,23198,56.94K,2.03%
7/20/2020,24456,23984,24810,23984,119.50K,3.32%
7/21/2020,24063,24770,24770,23827,19.94K,-1.61%
7/22/2020,24063,24456,24456,23591,41.85K,0.00%
7/23/2020,23827,24063,24063,23434,19.95K,-0.98%
7/24/2020,22411,23827,23827,22175,40.81K,-5.94%
7/27/2020,21468,22018,22018,20878,141.53K,-4.21%
7/28/2020,22805,21625,22962,21625,54.05K,6.23%
7/29/2020,22411,22805,22805,21625,29.00K,-1.72%
7/30/2020,22805,22726,22805,22411,33.44K,1.75%
7/31/2020,22490,22805,22805,22411,12.28K,-1.38%
8/3/2020,22805,22490,23198,22490,39.32K,1.40%
8/4/2020,23905,22805,23905,22805,40.31K,4.83%
8/5/2020,24063,23945,24299,23905,97.37K,0.66%
8/6/2020,23984,24063,24535,23984,30.01K,-0.33%
8/7/2020,23984,24220,24220,23788,37.59K,0.00%
8/10/2020,24613,24377,24928,23984,160.30K,2.62%
8/11/2020,24456,24770,24770,23984,40.04K,-0.64%
8/12/2020,24456,24377,24770,24377,47.29K,0.00%
8/13/2020,24299,24613,24613,23591,44.06K,-0.64%
8/14/2020,24141,24299,24299,23748,42.85K,-0.65%
8/17/2020,23905,24141,24141,23630,34.11K,-0.98%
8/18/2020,23827,23905,24141,23748,26.32K,-0.33%
8/19/2020,24535,23984,24692,23827,78.79K,2.97%
8/20/2020,25557,24770,26186,24613,264.59K,4.17%
8/21/2020,26029,26343,26343,25950,114.66K,1.85%
8/24/2020,26343,26736,26736,25950,62.04K,1.21%
8/25/2020,25635,26343,26343,25635,184.87K,-2.69%
8/26/2020,26579,25635,26579,25360,170.78K,3.68%
8/27/2020,28427,26579,28427,26461,193.67K,6.95%
8/28/2020,27759,28427,28466,27680,108.71K,-2.35%
8/31/2020,27523,27759,27995,27444,115.87K,-0.85%
9/1/2020,27995,27523,28624,27130,115.25K,1.71%
9/3/2020,28152,28152,28230,27837,57.46K,0.56%
9/4/2020,27444,27287,27680,27130,139.18K,-2.51%
9/7/2020,27523,27523,27601,27130,81.02K,0.29%
9/8/2020,27916,27523,27916,27169,31.14K,1.43%
9/9/2020,27916,27051,27995,27051,89.95K,0.00%
9/10/2020,27601,27916,27916,27523,51.54K,-1.13%
9/11/2020,28466,27680,29095,27680,149.04K,3.13%
9/14/2020,28702,28427,28781,28388,50.34K,0.83%
9/15/2020,28624,28427,29017,28427,118.62K,-0.27%
9/16/2020,28191,28624,28702,28191,28.51K,-1.51%
9/17/2020,27680,28152,28152,27601,84.65K,-1.81%
9/18/2020,27601,27680,27995,27523,77.96K,-0.28%
9/21/2020,28073,27601,28073,27601,38.03K,1.71%
9/22/2020,28073,28073,28152,27837,53.35K,0.00%
9/23/2020,28466,27995,28860,27995,143.51K,1.40%
9/24/2020,28466,28466,28781,28230,42.25K,0.00%
9/25/2020,28073,28309,28860,27995,39.78K,-1.38%
9/28/2020,28073,28309,28309,27759,46.46K,0.00%
9/29/2020,27208,28270,28309,26147,126.51K,-3.08%
9/30/2020,27287,27130,27523,26500,108.32K,0.29%
10/1/2020,27523,27837,27837,27130,52.00K,0.86%
10/2/2020,27523,27837,27837,26815,54.34K,0.00%
10/5/2020,27208,27169,27680,27051,75.56K,-1.14%
10/6/2020,27208,27208,27365,26972,55.68K,0.00%
10/7/2020,27248,27523,27523,27130,44.51K,0.14%
10/8/2020,27208,27444,27444,27012,37.38K,-0.14%
10/9/2020,27208,27130,27523,26933,43.20K,0.00%
10/12/2020,26579,27130,27523,26579,44.91K,-2.31%
10/13/2020,26736,26815,26894,26579,61.20K,0.59%
10/14/2020,26500,27090,27090,26500,38.38K,-0.88%
10/15/2020,26776,26776,26972,26500,103.71K,1.04%
10/16/2020,26736,26972,26972,26658,77.45K,-0.15%
10/19/2020,26972,26736,27208,26736,62.18K,0.88%
10/20/2020,26972,27130,27287,26540,80.94K,0.00%
10/21/2020,26894,27208,27287,26579,152.77K,-0.29%
10/22/2020,26736,26422,27130,26422,27.79K,-0.58%
10/23/2020,26697,26972,26972,26422,42.39K,-0.15%
10/26/2020,26579,26736,26815,26579,27.84K,-0.44%
10/27/2020,26343,26579,26658,26304,28.38K,-0.89%
10/28/2020,26029,26500,26500,26029,49.89K,-1.19%
10/29/2020,25871,25989,26186,25793,68.61K,-0.60%
10/30/2020,25871,26343,26343,25714,60.93K,0.00%
11/2/2020,26304,25793,26658,25793,18.07K,1.67%
11/3/2020,26383,26422,26422,26186,36.40K,0.30%
11/4/2020,26461,26461,26500,26265,23.00K,0.30%
11/5/2020,26461,26343,26697,26343,15.61K,0.00%
11/6/2020,26500,26461,26658,26107,50.18K,0.15%
11/9/2020,26697,26618,26697,26500,107.48K,0.74%
11/10/2020,26933,26736,27090,26658,97.32K,0.88%
11/11/2020,26894,27130,27287,26736,105.16K,-0.15%
11/12/2020,27051,27130,27130,26658,38.34K,0.58%
11/13/2020,26933,27130,27130,26815,22.80K,-0.44%
11/16/2020,26579,26972,27208,26579,69.19K,-1.31%
11/17/2020,26540,26579,26815,26422,28.54K,-0.15%
11/18/2020,26304,26500,26500,26304,38.01K,-0.89%
11/19/2020,26540,26304,26540,26068,90.74K,0.90%
11/20/2020,26815,26540,26894,26540,71.98K,1.04%
11/23/2020,27220,27625,27625,27139,57.09K,1.51%
11/24/2020,27220,27301,27301,27058,76.31K,0.00%
11/25/2020,27058,27423,27423,26815,20.56K,-0.60%
11/26/2020,26896,26734,26977,26734,44.80K,-0.60%
11/27/2020,26815,27139,27139,26734,51.68K,-0.30%
11/30/2020,26653,26734,26734,26410,51.00K,-0.60%
12/1/2020,26451,26653,26653,26329,29.58K,-0.76%
12/2/2020,26086,26369,26410,26086,70.38K,-1.38%
12/3/2020,26491,26086,27504,26045,198.13K,1.55%
12/4/2020,26937,26734,27220,26491,92.29K,1.68%
12/7/2020,26937,26937,27018,26734,105.64K,0.00%
12/8/2020,26734,27058,27180,26734,243.22K,-0.75%
12/9/2020,26613,27058,27058,26288,154.73K,-0.45%
12/10/2020,26410,26572,26653,26288,152.30K,-0.76%
12/11/2020,26613,26410,26734,26410,44.77K,0.77%
12/14/2020,26491,26572,26694,26491,76.77K,-0.46%
12/15/2020,26329,26491,26532,26288,91.12K,-0.61%
12/16/2020,26491,26329,26491,26288,95.52K,0.62%
12/17/2020,26248,26572,26572,26167,93.43K,-0.92%
12/18/2020,26167,26572,26572,26167,105.22K,-0.31%
12/21/2020,26288,26167,26369,26167,96.75K,0.46%
12/22/2020,26288,26086,26288,26086,80.32K,0.00%
12/23/2020,26734,26369,27787,26369,264.87K,1.70%
12/24/2020,28354,27787,28354,26572,227.60K,6.06%
12/25/2020,28476,28354,28516,28111,166.38K,0.43%
12/28/2020,29853,28516,29934,28516,321.36K,4.84%
12/29/2020,29813,29853,30380,28759,137.62K,-0.14%
12/30/2020,29731,29813,30218,29731,194.61K,-0.27%
12/31/2020,30785,29731,31271,29164,210.39K,3.54%
1/4/2021,31919,30785,32243,30785,288.11K,3.68%
1/5/2021,31757,32243,32486,31595,224.04K,-0.51%
1/6/2021,31190,31797,31838,30785,145.78K,-1.79%
1/7/2021,30785,31190,31311,30542,157.51K,-1.30%
1/8/2021,30866,30785,31190,30704,146.03K,0.26%
1/11/2021,31190,30866,32405,30866,214.29K,1.05%
1/12/2021,31433,31028,31514,30785,194.54K,0.78%
1/13/2021,30866,31433,31433,30785,153.80K,-1.80%
1/14/2021,31149,30866,31190,30785,204.04K,0.92%
1/15/2021,31271,31149,31554,31109,189.11K,0.39%
1/18/2021,31149,31190,31514,31028,144.18K,-0.39%
1/19/2021,29002,30380,31149,29002,240.09K,-6.89%
1/20/2021,29124,29164,29569,27544,144.05K,0.42%
1/21/2021,29975,29975,29975,29164,69.50K,2.92%
1/22/2021,29894,30218,30785,29164,142.08K,-0.27%
1/25/2021,29650,29894,29894,29083,77.27K,-0.81%
1/26/2021,28354,29164,29164,28111,124.55K,-4.37%
1/27/2021,26977,28354,28678,26734,142.32K,-4.86%
1/28/2021,25114,25114,26329,25114,167.63K,-6.91%
1/29/2021,26329,25114,26491,25033,132.20K,4.84%
2/1/2021,25195,26694,26694,25195,135.41K,-4.31%
2/2/2021,26532,25195,26532,25195,97.89K,5.31%
2/3/2021,26572,27382,27544,26532,101.34K,0.15%
