Date,Price,Open,High,Low,Vol.,Change %
2/27/2018,17144,17177,17177,16780,62.36K,-0.19%
2/28/2018,17177,16846,17309,16846,90.91K,0.19%
3/1/2018,16846,16879,17111,16813,87.09K,-1.92%
3/2/2018,16483,16846,16846,16417,179.55K,-2.16%
3/5/2018,17111,16516,17177,16516,107.23K,3.81%
3/6/2018,16714,16615,17111,16384,95.81K,-2.32%
3/7/2018,16681,16912,16912,16417,99.18K,-0.20%
3/8/2018,16483,16681,16714,16417,60.48K,-1.19%
3/9/2018,16384,16549,16681,16384,109.46K,-0.60%
3/12/2018,16054,16384,16384,15261,246.71K,-2.02%
3/13/2018,16714,15855,16846,15591,306.70K,4.11%
3/14/2018,17243,15855,17375,15855,171.68K,3.16%
3/15/2018,16582,17276,17276,16582,102.42K,-3.83%
3/16/2018,17045,16549,17111,16549,232.81K,2.79%
3/19/2018,17672,17243,17936,17243,233.88K,3.68%
3/20/2018,18894,17705,18894,17672,304.65K,6.92%
3/21/2018,19092,19489,19555,18894,295.26K,1.05%
3/22/2018,18828,19092,19092,18531,135.35K,-1.38%
3/23/2018,18432,17903,18498,17903,127.62K,-2.11%
3/26/2018,17903,18432,18432,17837,106.52K,-2.87%
3/27/2018,18498,17903,18630,17903,133.71K,3.32%
3/28/2018,18960,18696,19026,18498,168.88K,2.50%
3/29/2018,19819,18993,19819,18993,272.95K,4.53%
3/30/2018,20876,19819,21173,19819,396.09K,5.33%
4/2/2018,20843,21140,21140,20216,172.00K,-0.16%
4/3/2018,20480,20546,20810,20414,165.83K,-1.74%
4/4/2018,20744,20480,21140,20480,288.31K,1.29%
4/5/2018,20381,20744,20777,19951,167.75K,-1.75%
4/6/2018,20678,20480,20810,20149,186.63K,1.46%
4/9/2018,20348,20678,20744,20083,213.78K,-1.60%
4/10/2018,18927,20348,20414,18927,545.93K,-6.98%
4/11/2018,18135,18300,19786,17837,184.01K,-4.19%
4/12/2018,18366,18035,18795,17573,58.87K,1.27%
4/13/2018,18366,18135,18663,17837,35.70K,0.00%
4/16/2018,19489,18366,19621,18366,154.59K,6.12%
4/17/2018,19456,19687,19687,19159,57.89K,-0.17%
4/18/2018,18366,19654,19654,18102,32.88K,-5.60%
4/19/2018,18498,18366,19159,17969,122.81K,0.72%
4/20/2018,18300,18498,19159,18300,26.60K,-1.07%
4/23/2018,18432,19092,19092,18168,82.13K,0.72%
4/24/2018,18366,18432,18432,17837,80.44K,-0.36%
4/26/2018,18168,19092,19159,17111,170.23K,-1.08%
4/27/2018,18366,18102,18366,17837,34.26K,1.09%
5/2/2018,17111,17837,18102,17111,250.31K,-6.83%
5/3/2018,15921,17111,17111,15921,222.77K,-6.95%
5/4/2018,15855,15261,15855,15129,144.15K,-0.42%
5/7/2018,16318,16186,16318,15525,77.13K,2.92%
5/8/2018,16186,16384,16516,15855,130.80K,-0.81%
5/9/2018,16417,16186,16516,16120,156.63K,1.43%
5/10/2018,16516,16516,16714,16450,49.01K,0.60%
5/11/2018,16318,16054,16483,16054,41.04K,-1.20%
5/14/2018,16483,16318,16483,16318,15.34K,1.01%
5/15/2018,16615,16186,16615,16120,50.78K,0.80%
5/16/2018,16813,16615,16912,16516,113.82K,1.19%
5/17/2018,16450,16813,16813,16450,10.19K,-2.16%
5/18/2018,16384,16780,16780,15855,33.41K,-0.40%
5/21/2018,16186,16186,16384,15855,38.12K,-1.21%
5/22/2018,15855,16186,16186,15063,68.44K,-2.04%
5/23/2018,15195,14930,15855,14765,119.39K,-4.17%
5/24/2018,15195,15195,15756,14997,35.81K,0.00%
5/25/2018,14138,15195,15195,14138,95.00K,-6.96%
5/28/2018,13180,14138,14138,13180,164.45K,-6.78%
5/29/2018,14072,12750,14072,12717,141.41K,6.77%
5/30/2018,13873,14270,14270,13675,30.60K,-1.41%
5/31/2018,13807,13873,13873,13543,77.69K,-0.48%
6/1/2018,13807,13873,13873,13477,126.43K,0.00%
6/4/2018,14336,13807,14666,13807,111.19K,3.83%
6/5/2018,14303,14138,14732,14138,62.66K,-0.23%
6/6/2018,15294,14006,15294,13873,80.42K,6.93%
6/7/2018,15162,15294,15294,14534,56.26K,-0.86%
6/8/2018,15195,15162,15459,14732,31.76K,0.22%
6/11/2018,14798,14336,15195,14336,77.77K,-2.61%
6/12/2018,14006,14666,14666,13774,142.39K,-5.36%
6/13/2018,14732,13807,14732,13477,70.33K,5.19%
6/14/2018,14732,14732,14798,14336,19.04K,0.00%
6/15/2018,14204,14204,14600,14204,10.21K,-3.59%
6/18/2018,13873,14006,14468,13807,62.99K,-2.33%
6/19/2018,13807,13807,13807,13411,54.08K,-0.48%
6/20/2018,13873,14204,14204,13345,20.66K,0.48%
6/21/2018,13345,14204,14204,13345,38.52K,-3.81%
6/22/2018,14204,13609,14204,13246,52.86K,6.44%
6/25/2018,13543,13345,14864,13345,47.58K,-4.65%
6/26/2018,14138,13873,14138,13543,10.90K,4.39%
6/27/2018,14204,14138,14270,13940,19.25K,0.47%
6/28/2018,14006,13940,14204,13741,21.93K,-1.40%
6/29/2018,14072,13873,14072,13543,31.26K,0.47%
7/2/2018,13741,13477,14072,13345,48.97K,-2.35%
7/3/2018,13147,13873,14237,13147,70.54K,-4.33%
7/4/2018,12486,13147,13213,12288,54.76K,-5.02%
7/5/2018,12354,12486,13147,11825,84.89K,-1.06%
7/6/2018,12816,12090,12949,12090,25.76K,3.74%
7/9/2018,12882,12816,13081,12552,44.47K,0.51%
7/10/2018,13015,13147,13147,12354,31.24K,1.03%
7/11/2018,12949,12552,13081,12420,33.94K,-0.51%
7/12/2018,12849,12982,12982,12552,2.93K,-0.77%
7/13/2018,12949,12552,12949,12552,27.41K,0.77%
7/16/2018,13081,13147,13147,12949,19.18K,1.02%
7/17/2018,13675,13081,13675,13015,67.52K,4.55%
7/18/2018,14534,13741,14534,13543,146.68K,6.28%
7/19/2018,14336,14534,14600,14336,28.73K,-1.36%
7/20/2018,14072,13873,14534,13609,18.00K,-1.84%
7/23/2018,13873,13543,14204,13543,22.82K,-1.41%
7/24/2018,13741,13543,13741,13279,29.21K,-0.95%
7/25/2018,13741,13741,13873,13675,12.79K,0.00%
7/26/2018,13675,13543,13741,13345,12.06K,-0.48%
7/27/2018,13675,13444,13675,13345,16.22K,0.00%
7/30/2018,13411,13675,13873,13345,29.23K,-1.93%
7/31/2018,14006,13477,14006,13345,82.68K,4.43%
8/1/2018,13543,13906,13973,13543,15.82K,-3.30%
8/2/2018,13543,13246,14138,13246,7.53K,0.00%
8/3/2018,13807,13576,13807,13477,23.29K,1.95%
8/6/2018,13609,13609,13675,13411,14.68K,-1.44%
8/7/2018,13741,13477,13741,13411,26.95K,0.97%
8/8/2018,13708,13741,13840,13411,25.83K,-0.24%
8/9/2018,14204,13807,14534,13609,144.26K,3.61%
8/10/2018,14600,14237,14600,14138,112.13K,2.79%
8/13/2018,15195,14798,15195,14534,102.64K,4.07%
8/14/2018,15129,15393,15393,14997,60.50K,-0.44%
8/15/2018,14963,15129,15129,14699,78.79K,-1.09%
8/16/2018,14798,14732,14864,14204,37.11K,-1.10%
8/17/2018,14798,14997,14997,14567,24.15K,0.00%
8/20/2018,14897,14732,14897,14534,28.88K,0.67%
8/21/2018,15327,14897,15327,14666,68.46K,2.88%
8/22/2018,16153,15327,16153,15195,160.52K,5.39%
8/23/2018,16912,16450,16912,16186,80.64K,4.70%
8/24/2018,17011,17177,17309,16582,124.54K,0.59%
8/27/2018,17045,17011,17045,16648,71.27K,0.19%
8/28/2018,17177,17045,17177,16582,87.38K,0.78%
8/29/2018,16912,17375,17375,16648,59.45K,-1.54%
8/30/2018,16516,16648,16912,16516,128.18K,-2.34%
8/31/2018,16516,16846,16846,16252,88.47K,0.00%
9/4/2018,16120,16483,16483,15888,57.97K,-2.40%
9/5/2018,16120,16384,16384,15525,62.73K,0.00%
9/6/2018,16087,16252,16252,15987,15.54K,-0.21%
9/7/2018,16318,16186,16318,15789,35.81K,1.44%
9/10/2018,16318,16318,16450,16054,63.30K,0.00%
9/11/2018,16483,16450,16483,15987,38.82K,1.01%
9/12/2018,16186,16351,16417,15987,50.91K,-1.80%
9/13/2018,16318,16054,16318,15855,34.00K,0.82%
9/14/2018,16780,16318,17177,16054,105.25K,2.83%
9/17/2018,17698,17553,17844,16824,109.08K,5.47%
9/18/2018,17771,17844,17844,17043,59.64K,0.41%
9/19/2018,17188,17771,17771,17043,41.60K,-3.28%
9/20/2018,16970,17188,17188,16970,57.36K,-1.27%
9/21/2018,16751,16897,17188,16460,32.24K,-1.29%
9/24/2018,16751,16751,17116,16569,41.32K,0.00%
9/25/2018,17043,16679,17480,16679,24.48K,1.74%
9/26/2018,17043,16751,17188,16751,58.58K,0.00%
9/27/2018,17334,17043,17407,17043,72.07K,1.71%
9/28/2018,17480,17334,17480,17334,39.20K,0.84%
10/1/2018,17334,17480,17553,17116,12.45K,-0.83%
10/2/2018,16861,17334,17334,16460,34.63K,-2.73%
10/3/2018,16751,17043,17043,16497,61.06K,-0.65%
10/4/2018,16751,16751,17043,16387,46.47K,0.00%
10/5/2018,16679,16424,16751,16424,68.44K,-0.43%
10/8/2018,16242,16679,16679,16242,37.00K,-2.62%
10/9/2018,15659,16387,16387,15659,37.08K,-3.59%
10/10/2018,15659,15659,15768,15295,41.64K,0.00%
10/11/2018,14566,15149,15295,14566,226.76K,-6.98%
10/12/2018,14931,13838,15149,13838,118.06K,2.50%
10/15/2018,14785,14931,14931,14566,12.08K,-0.98%
10/16/2018,14785,14894,14894,14785,14.40K,0.00%
10/17/2018,14858,14785,15440,14785,27.47K,0.49%
10/18/2018,14566,15368,15368,14566,35.62K,-1.96%
10/19/2018,14931,14566,14931,14202,11.40K,2.50%
10/22/2018,15149,15076,15149,14931,16.27K,1.46%
10/23/2018,14931,15149,15149,14566,7.94K,-1.44%
10/24/2018,14202,14931,14931,14202,27.47K,-4.88%
10/25/2018,14494,13838,14494,13328,46.78K,2.05%
10/26/2018,14749,14275,14858,13875,27.12K,1.76%
10/29/2018,14676,14785,14785,13984,9.03K,-0.49%
10/30/2018,14676,14676,14858,14566,25.12K,0.00%
10/31/2018,14785,14639,14858,14566,74.39K,0.74%
11/1/2018,14566,14639,14749,14566,115.47K,-1.48%
11/2/2018,14494,14785,14785,14129,15.85K,-0.50%
11/5/2018,14494,13984,14712,13984,12.72K,0.00%
11/6/2018,14202,14494,14566,14129,52.97K,-2.01%
11/7/2018,14166,14202,14348,13984,32.47K,-0.26%
11/8/2018,14275,14421,14457,13838,37.63K,0.77%
11/9/2018,13838,14057,14239,13292,24.48K,-3.06%
11/12/2018,14129,13547,14129,13547,8.34K,2.11%
11/13/2018,13947,13729,13947,13692,18.42K,-1.29%
11/14/2018,13802,13729,14421,13620,13.44K,-1.04%
11/15/2018,13765,13620,13765,13620,11.70K,-0.26%
11/16/2018,13984,13838,14202,13838,3.22K,1.59%
11/19/2018,13984,14057,14057,13838,25.81K,0.00%
11/20/2018,13984,13765,13984,13765,4.64K,0.00%
11/21/2018,14239,13656,14239,13656,20.90K,1.82%
11/22/2018,14166,14239,14566,13838,23.46K,-0.51%
11/23/2018,13984,13838,13984,13838,4.72K,-1.29%
11/26/2018,13984,13838,13984,13838,26.72K,0.00%
11/27/2018,14202,13984,14202,13765,18.67K,1.56%
11/28/2018,14129,13911,14202,13911,31.80K,-0.51%
11/29/2018,14348,14129,14348,13984,36.01K,1.55%
11/30/2018,14202,14348,14348,14057,46.86K,-1.01%
12/3/2018,14566,14275,14566,14202,27.96K,2.56%
12/4/2018,14639,14639,14858,14421,23.68K,0.50%
12/5/2018,14931,14494,15003,14494,35.06K,1.99%
12/6/2018,15805,15295,15805,14967,91.40K,5.85%
12/7/2018,16897,16387,16897,16023,161.47K,6.91%
12/10/2018,18062,17371,18062,17116,464.79K,6.90%
12/11/2018,18645,18572,18791,18354,274.74K,3.23%
12/12/2018,17771,18572,18645,17625,116.42K,-4.69%
12/13/2018,18099,18172,18208,17553,139.10K,1.84%
12/14/2018,18062,17698,18099,17407,20.81K,-0.20%
12/17/2018,17625,17516,17880,17516,74.84K,-2.42%
12/18/2018,16679,16751,17480,16460,155.20K,-5.37%
12/19/2018,16970,17043,17043,16679,35.44K,1.75%
12/20/2018,17152,16970,17371,16606,11.70K,1.07%
12/21/2018,16679,16679,17116,16679,43.90K,-2.76%
12/24/2018,17116,16970,17116,16606,85.66K,2.62%
12/25/2018,17043,16460,17116,16169,55.38K,-0.43%
12/26/2018,17116,16460,17371,16460,19.20K,0.43%
12/27/2018,16897,17261,17261,16897,111.83K,-1.28%
12/28/2018,17480,16460,17480,16460,19.32K,3.45%
1/2/2019,17407,16788,17480,16788,18.39K,-0.42%
1/3/2019,17116,16934,17371,16606,146.14K,-1.67%
1/4/2019,16715,17116,17116,16023,17.82K,-2.34%
1/7/2019,17043,16715,17261,16679,19.68K,1.96%
1/8/2019,17043,17188,17188,16060,21.70K,0.00%
1/9/2019,17116,17043,17116,16460,10.59K,0.43%
1/10/2019,17043,16679,17407,16679,1.35K,-0.43%
1/11/2019,17116,17261,17261,16897,54.72K,0.43%
1/14/2019,17225,17407,17407,16387,37.98K,0.64%
1/15/2019,17043,17225,17225,16751,28.74K,-1.06%
1/16/2019,16824,17043,17480,16824,266.81K,-1.28%
1/17/2019,17079,16824,17116,16824,1.75K,1.52%
1/18/2019,18245,17116,18245,17116,172.52K,6.82%
1/21/2019,19519,18791,19519,18281,194.46K,6.99%
1/22/2019,19519,19992,20612,18936,115.25K,0.00%
1/23/2019,19665,19665,19810,19373,114.09K,0.75%
1/24/2019,18864,19665,19738,18572,69.93K,-4.07%
1/25/2019,18864,18499,19301,18499,53.40K,0.00%
1/28/2019,19301,19301,20029,18864,157.77K,2.32%
1/29/2019,19920,19301,20175,19082,58.05K,3.21%
1/30/2019,19592,19883,19883,19373,17.74K,-1.65%
1/31/2019,19301,19228,19665,18791,36.57K,-1.49%
2/1/2019,19301,19301,19519,18791,38.64K,0.00%
2/11/2019,19301,18936,20029,18791,93.72K,0.00%
2/12/2019,20648,19301,20648,19301,184.02K,6.98%
2/13/2019,21194,20757,21486,20757,85.03K,2.65%
2/14/2019,20757,21449,21449,20612,64.59K,-2.06%
2/15/2019,20684,20757,20757,20029,46.38K,-0.35%
2/18/2019,21413,21413,21558,20721,123.87K,3.52%
2/19/2019,21631,21850,22214,21267,164.38K,1.02%
2/20/2019,21704,21777,21777,21340,107.44K,0.34%
2/21/2019,20866,21668,21704,20393,150.57K,-3.86%
2/22/2019,20830,21049,21049,20539,54.67K,-0.17%
2/25/2019,20539,20830,21121,20539,126.29K,-1.40%
2/26/2019,20757,21085,21085,20539,50.60K,1.06%
2/27/2019,21121,21121,21121,20903,88.35K,1.75%
2/28/2019,20866,20393,21486,20393,75.06K,-1.21%
3/1/2019,20939,20903,21121,20757,12.66K,0.35%
3/4/2019,21704,21049,21850,21049,151.64K,3.65%
3/5/2019,22469,21486,22505,21486,285.30K,3.52%
3/6/2019,21850,22469,22869,21522,288.79K,-2.76%
3/7/2019,21486,22287,22287,21486,144.76K,-1.67%
3/8/2019,21740,21194,21740,21049,45.62K,1.19%
3/11/2019,21558,21267,21631,21267,51.60K,-0.84%
3/12/2019,22505,21704,22578,21194,177.91K,4.39%
3/13/2019,22505,22942,23015,22505,79.27K,0.00%
3/14/2019,22505,22505,22578,22068,37.35K,0.00%
3/15/2019,22797,22068,23197,21923,230.98K,1.29%
3/18/2019,22942,22797,22942,22432,35.63K,0.64%
3/19/2019,22214,22942,22942,22214,37.12K,-3.17%
3/20/2019,21850,22214,22214,21486,44.80K,-1.64%
3/21/2019,20757,22068,22068,20757,131.05K,-5.00%
3/22/2019,21340,20466,21413,20466,90.80K,2.81%
3/25/2019,20866,21486,21486,20575,75.55K,-2.22%
3/26/2019,20903,21267,21413,20903,74.43K,0.17%
3/27/2019,21777,20903,21995,20903,54.48K,4.18%
3/28/2019,22032,21267,22032,21267,20.51K,1.17%
3/29/2019,21850,22287,22287,21704,69.47K,-0.83%
4/1/2019,21595,21850,21850,21522,27.97K,-1.17%
4/2/2019,21850,21595,22214,21595,46.74K,1.18%
4/3/2019,21813,21049,21850,21049,19.84K,-0.17%
4/4/2019,21813,21850,21995,21340,88.68K,0.00%
4/5/2019,23306,21850,23306,21850,288.81K,6.84%
4/8/2019,24617,24035,24909,23670,275.18K,5.63%
4/9/2019,23889,24690,24690,23889,69.00K,-2.96%
4/10/2019,23743,23379,24035,23161,149.53K,-0.61%
4/11/2019,24180,23306,24253,23161,54.00K,1.84%
4/12/2019,24035,24399,24399,23598,36.44K,-0.60%
4/16/2019,23634,24035,24035,23306,75.14K,-1.67%
4/17/2019,22578,22942,23998,22578,66.84K,-4.47%
4/18/2019,21631,22578,22797,21413,161.38K,-4.19%
4/19/2019,21995,21850,22578,21850,17.33K,1.68%
4/22/2019,21777,21850,21886,21486,44.75K,-0.99%
4/23/2019,21995,21558,22505,21558,57.78K,1.00%
4/24/2019,22032,22141,22141,21850,37.92K,0.17%
4/25/2019,21995,22032,22360,21850,81.48K,-0.17%
4/26/2019,22141,22432,22432,22068,68.98K,0.66%
5/2/2019,20612,22141,22141,20612,417.10K,-6.91%
5/3/2019,20976,20175,20976,20175,101.95K,1.77%
5/6/2019,21049,20830,21049,20466,80.10K,0.35%
5/7/2019,20830,20976,21121,20757,41.26K,-1.04%
5/8/2019,20830,21012,21012,20429,72.75K,0.00%
5/9/2019,20502,20830,20830,20502,46.24K,-1.57%
5/10/2019,20684,20939,20939,20393,169.91K,0.89%
5/13/2019,21486,20684,21486,20684,26.19K,3.87%
5/14/2019,21121,21267,21777,20976,25.79K,-1.70%
5/15/2019,21631,21121,21631,21049,47.76K,2.41%
5/16/2019,21486,21631,21668,21413,38.65K,-0.67%
5/17/2019,22141,21340,22287,21340,46.37K,3.05%
5/20/2019,23161,22141,23161,22141,165.32K,4.61%
5/21/2019,23889,23306,23962,22942,87.51K,3.14%
5/22/2019,23306,23889,24399,22250,85.63K,-2.44%
5/23/2019,24035,23306,24035,23015,49.92K,3.12%
5/24/2019,24763,24035,24981,24035,171.69K,3.03%
5/27/2019,26365,26220,26475,25855,331.36K,6.47%
5/28/2019,27312,26584,27458,26584,202.89K,3.59%
5/29/2019,28842,27895,29060,27676,207.90K,5.60%
5/30/2019,26839,28987,28987,26839,248.33K,-6.94%
5/31/2019,25855,26839,27603,25346,260.09K,-3.66%
6/3/2019,24107,25346,26220,24071,140.43K,-6.76%
6/4/2019,24472,24035,25127,24035,129.69K,1.51%
6/5/2019,25127,25491,25855,24836,130.17K,2.68%
6/6/2019,25673,25783,25783,25127,88.82K,2.17%
6/7/2019,25710,25673,26001,25127,87.09K,0.14%
6/10/2019,26329,26402,26693,26074,240.78K,2.41%
6/11/2019,27531,26292,27749,26292,238.87K,4.56%
6/12/2019,27094,27676,27858,27094,104.53K,-1.59%
6/13/2019,26074,26220,26948,25855,83.89K,-3.76%
6/14/2019,26875,26511,27239,26220,138.22K,3.07%
6/17/2019,26839,26875,26984,26584,82.68K,-0.14%
6/18/2019,26584,27094,27094,26220,58.70K,-0.95%
6/19/2019,26438,26948,26948,26438,74.53K,-0.55%
6/20/2019,26657,26912,26948,26365,51.47K,0.83%
6/21/2019,27312,26948,28040,26657,324.85K,2.46%
6/24/2019,28769,27822,28769,27531,300.38K,5.33%
6/25/2019,28623,28842,28987,28113,162.64K,-0.51%
6/26/2019,28150,27895,28368,27895,112.89K,-1.65%
6/27/2019,27822,28259,28550,27822,160.35K,-1.16%
6/28/2019,27458,28223,28223,27094,108.35K,-1.31%
7/1/2019,27676,28040,28040,27385,169.51K,0.80%
7/2/2019,27822,27713,27822,27458,146.67K,0.53%
7/3/2019,27968,27749,27968,27603,63.93K,0.52%
7/4/2019,27676,27968,28040,27385,94.81K,-1.04%
7/5/2019,27603,27531,27603,27312,143.79K,-0.26%
7/8/2019,27349,27603,27676,27094,54.27K,-0.92%
7/9/2019,26584,27349,27385,26584,153.86K,-2.80%
7/10/2019,27094,26948,27312,26948,93.00K,1.92%
7/11/2019,27239,27385,27458,26875,61.58K,0.54%
7/12/2019,27968,27239,27968,27021,149.63K,2.67%
7/15/2019,27786,28040,28113,27676,92.25K,-0.65%
7/16/2019,27968,28040,28040,27786,73.98K,0.66%
7/17/2019,29898,27822,29898,27822,271.53K,6.90%
7/18/2019,30553,30225,31245,30153,171.32K,2.19%
7/19/2019,29861,30517,31245,29861,143.29K,-2.26%
7/22/2019,29533,29861,29861,29279,119.59K,-1.10%
7/23/2019,30225,29533,30517,29533,130.96K,2.34%
7/24/2019,31455,31455,31690,30904,87.02K,4.07%
7/25/2019,32162,31533,32241,31297,84.38K,2.25%
7/26/2019,32084,32791,33656,31926,141.28K,-0.24%
7/29/2019,32241,32320,32870,31769,148.50K,0.49%
7/30/2019,32005,31612,32870,31455,97.42K,-0.73%
7/31/2019,29803,32005,32005,29803,345.41K,-6.88%
8/1/2019,29410,27916,29882,27916,228.25K,-1.32%
8/2/2019,30432,29489,30432,29489,71.24K,3.48%
8/5/2019,29331,28309,30275,28309,186.13K,-3.62%
8/6/2019,29056,28152,29095,27955,111.59K,-0.94%
8/7/2019,28781,28309,28860,28309,33.86K,-0.95%
8/8/2019,28938,28781,28938,28230,91.94K,0.55%
8/9/2019,29882,29253,30118,29095,115.61K,3.26%
8/12/2019,29882,29882,30275,29646,73.64K,0.00%
8/13/2019,28702,29803,29803,28624,88.91K,-3.95%
8/14/2019,30708,28860,30708,28624,153.75K,6.99%
8/15/2019,31573,30275,32162,29921,177.68K,2.82%
8/16/2019,32870,31455,33460,31455,337.00K,4.11%
8/19/2019,32162,33027,33027,31533,78.90K,-2.15%
8/20/2019,32477,32162,32477,31612,71.13K,0.98%
8/21/2019,32398,32477,34246,32084,306.94K,-0.24%
8/22/2019,32595,32634,32634,32005,62.78K,0.61%
8/23/2019,32162,32595,32595,31533,60.47K,-1.33%
8/26/2019,31337,31533,31769,30983,55.33K,-2.57%
8/27/2019,31730,31612,32162,31376,44.30K,1.25%
8/28/2019,31140,31533,31808,31140,65.29K,-1.86%
8/29/2019,30983,31140,31690,30983,68.71K,-0.51%
8/30/2019,31219,31376,31415,30668,46.26K,0.76%
9/3/2019,30668,31219,31415,30668,56.16K,-1.76%
9/4/2019,30354,30354,30590,29882,54.24K,-1.03%
9/5/2019,30118,30039,30904,30039,28.82K,-0.78%
9/6/2019,30196,30629,30629,29921,37.54K,0.26%
9/9/2019,29882,30039,30196,29882,43.15K,-1.04%
9/10/2019,29095,29882,29921,28545,170.96K,-2.63%
9/11/2019,29017,28702,29095,28624,63.87K,-0.27%
9/12/2019,30275,29017,30275,29017,86.70K,4.34%
9/13/2019,30590,31022,31022,30275,29.34K,1.04%
9/16/2019,30590,30118,31612,30118,26.85K,0.00%
9/17/2019,30275,30275,30590,29960,74.61K,-1.03%
9/18/2019,30118,29882,30275,29882,30.11K,-0.52%
9/19/2019,30118,30118,30118,29646,34.16K,0.00%
9/20/2019,29410,30196,30196,29331,58.02K,-2.35%
9/23/2019,29331,29489,30983,29017,64.40K,-0.27%
9/24/2019,28742,29331,29331,28742,38.81K,-2.01%
9/25/2019,29017,29095,29095,28742,36.86K,0.96%
9/26/2019,28938,29095,29095,28624,34.86K,-0.27%
9/27/2019,28584,28624,29017,28545,51.36K,-1.22%
9/30/2019,29567,28584,30275,28584,54.81K,3.44%
10/1/2019,29489,29489,29960,29017,37.38K,-0.27%
10/2/2019,29253,29095,29410,28702,31.87K,-0.80%
10/3/2019,30078,29253,30078,29017,78.36K,2.82%
10/4/2019,29882,30236,30236,29646,24.96K,-0.65%
10/7/2019,29410,29882,29882,29095,21.70K,-1.58%
10/8/2019,29725,29410,29725,29135,104.40K,1.07%
10/9/2019,29725,29725,30196,29095,11.66K,0.00%
10/10/2019,30039,29725,30275,29725,61.63K,1.06%
10/11/2019,30039,30236,30236,29410,12.71K,0.00%
10/14/2019,30039,29725,30039,29331,34.08K,0.00%
10/15/2019,29764,29960,29960,29764,14.43K,-0.92%
10/16/2019,29882,29725,29882,29174,63.60K,0.40%
10/17/2019,30275,29882,30275,29331,67.18K,1.32%
10/18/2019,30078,30275,30275,29803,15.70K,-0.65%
10/21/2019,29410,29882,30118,29410,19.71K,-2.22%
10/22/2019,30118,29410,30118,29213,167.75K,2.41%
10/23/2019,30590,30354,31455,30118,109.75K,1.57%
10/24/2019,30865,31022,31022,30432,52.33K,0.90%
10/25/2019,30432,30983,30983,30432,13.20K,-1.40%
10/28/2019,30275,29489,30747,29489,26.86K,-0.52%
10/29/2019,30275,29646,30275,29567,23.92K,0.00%
10/30/2019,30196,29803,30196,29646,21.38K,-0.26%
10/31/2019,30078,30196,30196,29489,19.55K,-0.39%
11/1/2019,30196,29567,30196,29567,140.04K,0.39%
11/4/2019,30511,30196,30511,29685,43.85K,1.04%
11/5/2019,30432,30511,30511,29882,28.63K,-0.26%
11/6/2019,30511,30590,30668,30078,35.39K,0.26%
11/7/2019,30668,30511,30865,30432,77.01K,0.52%
11/8/2019,30825,30983,30983,30668,31.93K,0.51%
11/11/2019,31061,31808,31808,30590,36.92K,0.77%
11/12/2019,30983,30511,31022,30275,32.02K,-0.25%
11/13/2019,30865,30668,30943,30039,13.89K,-0.38%
11/14/2019,30668,30865,30865,30196,36.59K,-0.64%
11/15/2019,30550,30668,30668,29882,27.43K,-0.38%
11/18/2019,30314,30550,30550,29725,27.35K,-0.77%
11/19/2019,30314,29567,30314,29567,20.39K,0.00%
11/20/2019,29882,29882,30236,29725,39.43K,-1.43%
11/21/2019,30039,29882,30039,29489,28.65K,0.53%
11/22/2019,29882,29882,30196,29489,16.70K,-0.52%
11/25/2019,29764,29725,30196,29725,17.94K,-0.39%
11/26/2019,29803,29882,30118,29803,17.80K,0.13%
11/27/2019,29803,29803,29960,29489,51.71K,0.00%
11/28/2019,29725,29174,29882,29174,18.38K,-0.26%
11/29/2019,29725,29764,29764,29449,5.33K,0.00%
12/2/2019,29095,29725,29803,29095,54.24K,-2.12%
12/3/2019,29174,29489,29489,28781,26.42K,0.27%
12/4/2019,29449,29174,29489,28702,4.39K,0.94%
12/5/2019,29882,29489,30590,29095,34.39K,1.47%
12/6/2019,29764,29803,29803,29764,1.10K,-0.39%
12/9/2019,29489,29725,29725,28781,26.47K,-0.92%
12/10/2019,29489,29489,29489,28309,33.90K,0.00%
12/11/2019,29410,28506,29410,28309,34.95K,-0.27%
12/12/2019,28938,29489,29489,28702,25.65K,-1.60%
12/13/2019,28938,29253,29253,28702,5.84K,0.00%
12/16/2019,28938,28938,29095,28624,3.37K,0.00%
12/17/2019,28938,28938,29017,28702,21.33K,0.00%
12/18/2019,29056,28938,29056,28309,11.79K,0.41%
12/19/2019,28309,29056,29056,28309,11.81K,-2.57%
12/20/2019,28624,29489,29489,28309,9.01K,1.11%
12/23/2019,28309,29174,29174,28309,4.75K,-1.10%
12/24/2019,28270,28388,28388,27169,98.53K,-0.14%
12/25/2019,28270,27287,28309,27287,16.34K,0.00%
12/26/2019,28230,28309,28309,27601,0.78K,-0.14%
12/27/2019,28270,27680,28270,27680,19.95K,0.14%
12/30/2019,27680,28152,28270,27680,12.02K,-2.09%
12/31/2019,28230,28309,28309,28152,0.65K,1.99%
1/2/2020,28230,28230,28624,28152,33.61K,0.00%
1/3/2020,28152,28624,28624,28152,16.05K,-0.28%
1/6/2020,28309,28230,29489,28073,14.18K,0.56%
1/7/2020,28309,28702,28702,28152,10.18K,0.00%
1/8/2020,28152,28309,28309,27523,10.05K,-0.56%
1/9/2020,27523,27916,28309,27523,51.70K,-2.23%
1/10/2020,27523,27995,27995,27523,10.81K,0.00%
1/13/2020,27405,27523,27523,27130,12.43K,-0.43%
1/14/2020,27208,27130,27523,26422,37.59K,-0.72%
