Date,Price,Open,High,Low,Vol.,Change %
7/17/2018,104000,101000,104100,100000,1.21M,1.46%
7/18/2018,105000,102500,105000,102500,1.92M,0.96%
7/19/2018,105000,105000,105000,103000,2.86M,0.00%
7/20/2018,103600,103500,105000,103500,2.19M,-1.33%
7/23/2018,104000,103600,106500,103300,1.26M,0.39%
7/24/2018,104500,104000,105600,104000,1.49M,0.48%
7/25/2018,104400,104500,105400,104100,755.57K,-0.10%
7/26/2018,106000,105300,106000,104400,1.30M,1.53%
7/27/2018,106400,107000,107600,105700,1.19M,0.38%
7/30/2018,106400,106900,106900,105600,1.16M,0.00%
7/31/2018,106400,106000,107500,105100,1.90M,0.00%
8/1/2018,106500,106300,107500,106300,1.27M,0.09%
8/2/2018,106700,106500,107400,106200,1.63M,0.19%
8/3/2018,111500,107200,112700,106800,2.53M,4.50%
8/6/2018,111500,112000,112900,109700,3.67M,0.00%
8/7/2018,110300,111000,111500,109900,1.10M,-1.08%
8/8/2018,108800,109700,110900,108600,1.62M,-1.36%
8/9/2018,104200,107500,108700,104000,2.82M,-4.23%
8/10/2018,104200,104000,105800,101000,1.89M,0.00%
8/13/2018,102800,103500,104000,101400,1.73M,-1.34%
8/14/2018,103300,102800,104600,101800,1.17M,0.49%
8/15/2018,101900,103300,104300,101900,644.81K,-1.36%
8/16/2018,102100,100100,103100,100100,1.23M,0.20%
8/17/2018,102300,102100,103300,102100,449.53K,0.20%
8/20/2018,102600,102000,103200,102000,1.00M,0.29%
8/21/2018,103100,102500,103100,102000,1.04M,0.49%
8/22/2018,103600,103500,104100,103100,795.47K,0.48%
8/23/2018,104600,104000,105900,104000,1.81M,0.97%
8/24/2018,104000,104600,105100,103800,1.26M,-0.57%
8/27/2018,104200,104100,105000,103800,839.36K,0.19%
8/28/2018,104200,103600,104500,103500,617.62K,0.00%
8/29/2018,103000,104200,104200,103000,533.72K,-1.15%
8/30/2018,103400,103000,103500,102500,1.17M,0.39%
8/31/2018,103400,103300,103400,101500,1.81M,0.00%
9/4/2018,102100,103400,103400,102000,343.19K,-1.26%
9/5/2018,101500,102100,102800,101500,610.50K,-0.59%
9/6/2018,98000,101100,101500,98000,918.94K,-3.45%
9/7/2018,97200,96100,99000,96100,698.83K,-0.82%
9/10/2018,99300,98000,99900,97100,896.45K,2.16%
9/11/2018,101200,98500,102000,98500,726.37K,1.91%
9/12/2018,101400,101200,103000,101100,629.76K,0.20%
9/13/2018,100300,101400,102000,100000,422.54K,-1.08%
9/14/2018,101000,100300,101500,99700,614.37K,0.70%
9/17/2018,99000,100800,101300,98900,465.65K,-1.98%
9/18/2018,99600,98000,99600,98000,613.16K,0.61%
9/19/2018,98600,99600,100100,98500,416.47K,-1.00%
9/20/2018,98500,98200,99500,98200,449.42K,-0.10%
9/21/2018,98600,98500,99300,98400,1.58M,0.10%
9/24/2018,99600,98600,100300,98600,323.61K,1.01%
9/25/2018,99500,99600,99600,99200,426.72K,-0.10%
9/26/2018,99000,99200,99300,99000,505.18K,-0.50%
9/27/2018,98600,99000,99200,98500,497.46K,-0.40%
