Date,Price,Open,High,Low,Vol.,Change %
12/25/2019,102667,102489,102667,101600,391.89K,0.00%
12/26/2019,102578,102489,102845,101689,570.81K,-0.09%
12/27/2019,102400,102578,102578,101333,634.58K,-0.17%
12/30/2019,102222,101778,102222,101511,567.09K,-0.17%
12/31/2019,102222,102222,102222,101422,691.46K,0.00%
1/2/2020,102222,102133,102222,101333,495.32K,0.00%
1/3/2020,102489,102222,102489,101600,280.06K,0.26%
1/6/2020,101778,102222,102222,101689,339.65K,-0.69%
1/7/2020,101956,101778,102222,101600,206.90K,0.17%
1/8/2020,101600,101778,101956,100978,527.52K,-0.35%
1/9/2020,101956,101600,102311,101511,308.10K,0.35%
1/10/2020,102045,102222,102222,101956,179.01K,0.09%
1/13/2020,102133,101956,102311,101778,165.02K,0.09%
1/14/2020,102222,102133,102311,101600,113.79K,0.09%
1/15/2020,102222,102222,102222,101600,231.30K,0.00%
1/16/2020,102222,102222,102311,101600,210.08K,0.00%
1/17/2020,102133,102133,102311,101689,190.24K,-0.09%
1/20/2020,102133,102133,102133,101600,417.00K,0.00%
1/21/2020,102133,101600,102222,101600,204.20K,0.00%
1/22/2020,102133,102133,102133,101511,418.25K,0.00%
1/30/2020,102133,101422,102133,99645,768.06K,0.00%
1/31/2020,102045,102133,102133,100978,935.71K,-0.09%
2/3/2020,102045,101156,102045,99822,855.47K,0.00%
2/4/2020,102045,100978,102045,99378,1.67M,0.00%
2/5/2020,101778,102045,102045,100445,526.97K,-0.26%
2/6/2020,101689,101778,101956,100267,760.83K,-0.09%
2/7/2020,101689,101333,101689,99556,1.46M,0.00%
2/10/2020,101067,100445,101422,100445,216.79K,-0.61%
2/11/2020,100800,100889,101511,100445,326.96K,-0.26%
2/12/2020,99556,100800,100800,99556,509.39K,-1.23%
2/13/2020,99911,99111,100178,99022,321.01K,0.36%
2/14/2020,97778,99822,100089,97778,283.94K,-2.14%
2/17/2020,96000,97778,97778,93333,835.00K,-1.82%
2/18/2020,92889,95111,95111,92445,890.85K,-3.24%
2/19/2020,93333,92000,95111,92000,984.74K,0.48%
2/20/2020,97778,94222,97778,93333,397.77K,4.76%
2/21/2020,97689,96533,97778,95822,347.69K,-0.09%
2/24/2020,95378,95200,96000,93778,1.61M,-2.37%
2/25/2020,95111,94845,95378,94133,611.80K,-0.28%
2/26/2020,94133,92445,94756,92445,703.59K,-1.03%
2/27/2020,93867,94045,94222,92533,832.97K,-0.28%
2/28/2020,93689,93333,93689,91556,979.70K,-0.19%
3/2/2020,93689,92445,93689,91289,834.90K,0.00%
3/3/2020,93778,93422,93867,92889,627.69K,0.09%
3/4/2020,93778,92978,93778,92000,499.29K,0.00%
3/5/2020,93867,93422,94133,92267,396.34K,0.09%
3/6/2020,93333,93333,93333,91645,844.68K,-0.57%
3/9/2020,86845,90222,90667,86845,1.09M,-6.95%
3/10/2020,86845,82667,88178,81067,928.68K,0.00%
3/11/2020,86222,87111,87111,80978,1.18M,-0.72%
3/12/2020,81600,80889,82045,80267,2.13M,-5.36%
3/13/2020,82222,76445,82222,75911,1.38M,0.76%
3/16/2020,82222,81778,82222,76978,1.09M,0.00%
3/17/2020,78667,79556,82045,77867,766.50K,-4.32%
3/18/2020,79111,78133,80000,76889,883.56K,0.56%
3/19/2020,78845,77245,78845,73867,1.24M,-0.34%
3/20/2020,73333,78845,78845,73333,1.22M,-6.99%
3/23/2020,68267,69333,69600,68267,762.93K,-6.91%
3/24/2020,63556,63822,66667,63556,1.66M,-6.90%
3/25/2020,68000,63556,68000,60445,1.58M,6.99%
3/26/2020,72711,68978,72711,67200,1.40M,6.93%
3/27/2020,77156,72889,77689,70667,1.29M,6.11%
3/30/2020,72356,71822,72889,71822,991.40K,-6.22%
3/31/2020,74133,72356,77333,71467,1.46M,2.46%
4/1/2020,76445,73333,77333,72000,492.55K,3.12%
4/3/2020,80889,76445,80889,76445,1.33M,5.81%
4/6/2020,86489,81778,86489,81156,3.04M,6.92%
4/7/2020,86489,86756,89689,82667,3.21M,0.00%
4/8/2020,83556,86222,86222,83556,855.14K,-3.39%
4/9/2020,85333,83556,86489,83378,1.76M,2.13%
4/10/2020,84445,85333,86045,83289,1.11M,-1.04%
4/13/2020,85333,85156,85333,84356,1.59M,1.05%
4/14/2020,84978,85778,85778,84000,710.58K,-0.42%
4/15/2020,85333,84978,85333,84356,1.32M,0.42%
4/16/2020,85245,85333,85333,84178,951.28K,-0.10%
4/17/2020,85422,84711,85422,79289,1.34M,0.21%
4/20/2020,85511,85422,85689,84356,1.19M,0.10%
4/21/2020,82667,84889,84889,82222,1.00M,-3.33%
4/22/2020,82222,81778,82489,80445,994.58K,-0.54%
4/23/2020,82667,82667,84356,82400,390.85K,0.54%
4/24/2020,82667,82667,83467,82133,337.77K,0.00%
4/27/2020,81778,84445,84445,81778,510.44K,-1.08%
4/28/2020,81778,82222,82578,81333,250.79K,0.00%
4/29/2020,81689,82667,83022,80445,353.70K,-0.11%
5/4/2020,81600,81689,82222,80000,291.99K,-0.11%
5/5/2020,82400,81600,82667,81600,309.04K,0.98%
5/6/2020,84445,82311,84445,82222,870.27K,2.48%
5/7/2020,85333,84445,85333,83556,695.03K,1.05%
5/8/2020,86667,85689,88889,85422,1.89M,1.56%
5/11/2020,86667,87111,87111,85245,1.53M,0.00%
5/12/2020,86222,86578,86578,84445,866.28K,-0.51%
5/13/2020,84445,84533,85333,81333,2.98M,-2.06%
5/14/2020,85333,84445,85956,83467,1.13M,1.05%
5/15/2020,86222,85333,86667,85156,368.61K,1.04%
5/18/2020,85778,86222,86222,84889,258.12K,-0.52%
5/19/2020,85778,86311,86578,85333,821.08K,0.00%
5/20/2020,85867,85689,86222,85422,286.57K,0.10%
5/21/2020,87111,86222,87111,86133,758.68K,1.45%
5/22/2020,85689,87111,87111,85689,329.55K,-1.63%
5/25/2020,86311,85511,86311,85333,243.45K,0.73%
5/26/2020,86133,86222,86667,85689,405.00K,-0.21%
5/27/2020,86133,86133,87022,85778,665.37K,0.00%
5/28/2020,86222,86133,86667,85600,354.14K,0.10%
5/29/2020,86222,86222,86667,85867,555.19K,0.00%
6/1/2020,86400,86222,86400,85778,541.68K,0.21%
6/2/2020,85956,86400,86400,85778,564.41K,-0.51%
6/3/2020,86045,85778,86045,84889,524.73K,0.10%
6/4/2020,85333,86045,86045,85333,619.58K,-0.83%
6/5/2020,84445,85333,85511,84445,591.60K,-1.04%
6/8/2020,85333,84622,86756,84622,542.45K,1.05%
6/9/2020,85511,86222,86222,85422,358.20K,0.21%
6/10/2020,84978,85511,85511,84800,549.55K,-0.62%
6/11/2020,82667,84978,85511,82667,856.73K,-2.72%
6/12/2020,81600,80000,82222,79911,985.43K,-1.29%
6/15/2020,79111,82667,82667,79111,890.67K,-3.05%
6/16/2020,83022,81333,84267,79911,740.79K,4.94%
6/17/2020,81689,82667,83022,80445,428.49K,-1.61%
6/18/2020,80889,81689,82222,80800,351.96K,-0.98%
6/19/2020,86489,80889,86489,80889,2.07M,6.92%
6/22/2020,86133,86222,86222,84622,571.52K,-0.41%
6/23/2020,83733,85511,85600,83733,486.71K,-2.79%
6/24/2020,84178,84000,84533,83556,241.11K,0.53%
6/25/2020,83022,82933,83911,82489,190.65K,-1.37%
6/26/2020,81333,83111,83911,81333,250.02K,-2.03%
6/29/2020,79111,81333,81689,79111,404.29K,-2.73%
6/30/2020,79111,80889,80889,79111,394.37K,0.00%
7/1/2020,80889,80444,81333,79111,103.57K,2.25%
7/2/2020,79911,80533,80978,79556,473.29K,-1.21%
7/3/2020,80178,80800,80889,79911,183.73K,0.33%
7/6/2020,81244,80178,81689,80178,319.52K,1.33%
7/7/2020,80889,81333,81956,80889,378.97K,-0.44%
7/8/2020,80711,80711,81333,80089,210.88K,-0.22%
7/9/2020,80889,80711,81600,80622,449.67K,0.22%
7/10/2020,81244,80889,81778,80889,217.50K,0.44%
7/13/2020,81156,81333,81422,80889,393.54K,-0.11%
7/14/2020,81156,81156,81600,80178,383.61K,0.00%
7/15/2020,80444,81511,81511,80444,432.27K,-0.88%
7/16/2020,82667,80800,82667,80533,369.06K,2.76%
7/17/2020,81333,81333,81778,80889,241.35K,-1.61%
7/20/2020,80178,80889,81244,80178,250.20K,-1.42%
7/21/2020,80178,81067,81067,80178,248.24K,0.00%
7/22/2020,79822,80000,80889,79822,227.37K,-0.44%
7/23/2020,80000,80000,80267,79556,204.39K,0.22%
7/24/2020,78222,79911,80000,74667,758.73K,-2.22%
7/27/2020,75556,74578,76444,73689,928.21K,-3.41%
7/28/2020,75733,75556,77333,71022,601.09K,0.23%
7/29/2020,74222,74667,75556,73778,426.79K,-2.00%
7/30/2020,75644,74222,76000,74222,272.28K,1.92%
7/31/2020,77778,74667,80000,74489,1.06M,2.82%
8/3/2020,77867,75556,78311,75556,184.85K,0.11%
8/4/2020,78222,78844,78844,77689,257.88K,0.46%
8/5/2020,77333,78222,78667,75378,488.80K,-1.14%
8/6/2020,77778,78222,78400,77422,373.88K,0.58%
8/7/2020,77778,77867,78400,77600,205.31K,0.00%
8/10/2020,78400,78222,79911,77689,610.37K,0.80%
8/11/2020,77778,79289,79289,77778,242.25K,-0.79%
8/12/2020,77689,77778,78667,77689,340.12K,-0.11%
8/13/2020,78222,78667,79111,77778,516.01K,0.69%
8/14/2020,77689,78222,79111,77689,735.83K,-0.68%
8/17/2020,77956,77333,78667,77156,423.22K,0.34%
8/18/2020,76889,77600,77956,76622,869.25K,-1.37%
8/19/2020,76889,76889,77867,76889,390.53K,0.00%
8/20/2020,76444,76978,77511,76444,1.11M,-0.58%
8/21/2020,76533,76444,77244,76356,423.89K,0.12%
8/24/2020,79111,76889,79111,76889,1.18M,3.37%
8/25/2020,80889,79111,81689,79111,1.21M,2.25%
8/26/2020,80889,80711,81067,80000,615.69K,0.00%
8/27/2020,80889,80089,80889,80089,492.69K,0.00%
8/28/2020,79911,81156,82044,79911,715.52K,-1.21%
8/31/2020,80000,80000,81333,80000,311.15K,0.11%
9/1/2020,82400,80178,83556,79911,759.72K,3.00%
9/3/2020,84000,83111,84978,82400,1.17M,1.94%
9/4/2020,83556,84000,84889,82933,929.20K,-0.53%
9/7/2020,81333,83556,84711,81333,523.57K,-2.66%
9/8/2020,80444,81422,82222,80444,700.08K,-1.09%
9/9/2020,80444,80356,82133,79467,974.11K,0.00%
9/10/2020,80444,80889,82222,80444,473.80K,0.00%
9/11/2020,80978,80000,82044,79911,462.77K,0.66%
9/14/2020,82756,81156,83200,81067,685.05K,2.20%
9/15/2020,84444,82844,84444,82844,1.11M,2.04%
9/16/2020,84889,84356,84889,82756,612.34K,0.53%
9/17/2020,83556,82756,84889,82667,938.10K,-1.57%
9/18/2020,83556,84444,84800,83111,1.23M,0.00%
9/21/2020,85333,83556,85333,83556,643.34K,2.13%
9/22/2020,84089,85333,85511,84089,568.38K,-1.46%
9/23/2020,84000,84444,85067,84000,125.81K,-0.11%
9/24/2020,82667,83378,84889,82667,437.56K,-1.59%
9/25/2020,82489,84000,84267,82489,463.74K,-0.22%
9/28/2020,82489,82667,83733,82489,228.19K,0.00%
9/29/2020,81333,83556,83556,81333,443.80K,-1.40%
9/30/2020,81333,81333,83022,81333,469.53K,0.00%
10/1/2020,82222,81689,83022,81689,239.07K,1.09%
10/2/2020,83556,82222,83556,81778,450.87K,1.62%
10/5/2020,82933,83556,83556,81778,101.76K,-0.75%
10/6/2020,81600,82933,82933,81600,586.34K,-1.61%
10/7/2020,82222,81333,83111,80889,429.21K,0.76%
10/8/2020,82044,81778,82578,81333,244.11K,-0.22%
10/9/2020,83200,82044,83289,82044,348.28K,1.41%
10/12/2020,83467,83200,83556,82222,367.08K,0.32%
10/13/2020,83644,83467,83644,83022,305.99K,0.21%
10/14/2020,84444,83644,84444,83556,437.92K,0.96%
10/15/2020,86667,84533,86667,80889,1.53M,2.63%
10/16/2020,86756,87200,87200,86133,671.16K,0.10%
10/19/2020,86844,86933,87022,86578,416.91K,0.10%
10/20/2020,86933,86578,87022,85156,575.16K,0.10%
10/21/2020,86489,86933,87022,85956,193.51K,-0.51%
10/22/2020,88978,86222,88978,86044,699.31K,2.88%
10/23/2020,92444,89067,93244,88889,1.98M,3.90%
10/26/2020,93422,96889,97333,93244,1.10M,1.06%
10/27/2020,93956,95111,95200,92444,904.52K,0.57%
10/28/2020,89067,93956,95111,87822,1.33M,-5.20%
10/29/2020,89511,89067,91556,88889,1.49M,0.50%
10/30/2020,94667,90222,94667,89511,1.09M,5.76%
11/2/2020,94667,94667,95111,93333,777.50K,0.00%
11/3/2020,92800,95111,95111,92800,844.95K,-1.97%
11/4/2020,92000,92711,92800,91556,557.26K,-0.86%
11/5/2020,92889,92622,95022,92444,888.59K,0.97%
11/6/2020,93422,94222,94222,92889,666.93K,0.57%
11/9/2020,94311,93422,94400,93067,904.14K,0.95%
11/10/2020,93867,94667,95289,93867,879.73K,-0.47%
11/11/2020,94044,93867,94222,91556,1.16M,0.19%
11/12/2020,94933,94044,94933,93333,767.99K,0.95%
11/13/2020,95467,94933,96000,94311,602.27K,0.56%
11/16/2020,90667,95467,96444,88889,2.00M,-5.03%
11/17/2020,94222,91556,94222,90844,970.11K,3.92%
11/18/2020,93244,94222,94222,91556,845.18K,-1.04%
11/19/2020,92444,93156,93156,91556,1.34M,-0.86%
11/20/2020,92267,92889,92889,91911,600.57K,-0.19%
11/23/2020,92267,92444,93422,91644,827.61K,0.00%
11/24/2020,92444,92356,93333,91644,913.75K,0.19%
11/25/2020,93867,92533,94400,92533,1.38M,1.54%
11/26/2020,94311,93333,94400,92889,613.63K,0.47%
11/27/2020,93511,94222,94311,93156,810.93K,-0.85%
11/30/2020,92356,93511,93778,92267,1.80M,-1.24%
12/1/2020,93333,91556,93333,91378,1.07M,1.06%
12/2/2020,93333,93244,93778,92622,560.15K,0.00%
12/3/2020,94044,93333,94044,92711,823.22K,0.76%
12/4/2020,94044,94044,94667,92889,896.69K,0.00%
12/7/2020,94044,94222,94222,93422,763.49K,0.00%
12/8/2020,93333,94044,94044,93156,840.69K,-0.76%
12/9/2020,94222,93333,94222,92800,888.51K,0.95%
12/10/2020,93244,94222,95111,93244,1.10M,-1.04%
12/11/2020,94933,93244,94933,93244,640.53K,1.81%
12/14/2020,96800,94844,96800,93778,1.26M,1.97%
12/15/2020,95111,96800,96800,94844,1.36M,-1.74%
12/16/2020,95111,94933,95200,94133,850.72K,0.00%
12/17/2020,93067,95111,95111,92978,1.52M,-2.15%
12/18/2020,93067,93067,94311,92889,1.52M,0.00%
12/21/2020,94578,93778,94578,93244,660.49K,1.62%
12/22/2020,93956,94222,95556,93600,583.11K,-0.66%
12/23/2020,93956,93956,95111,93689,789.11K,0.00%
12/24/2020,93956,95111,95111,92444,935.37K,0.00%
12/25/2020,94133,93956,94578,93333,416.59K,0.19%
12/28/2020,94133,94133,94756,93689,800.67K,0.00%
12/29/2020,94667,94311,94756,94044,688.90K,0.57%
12/30/2020,96444,94844,97422,94844,1.72M,1.88%
12/31/2020,96178,96444,97156,93778,738.04K,-0.28%
1/4/2021,96000,96444,96889,94667,1.11M,-0.19%
1/5/2021,97511,95289,97689,95289,1.34M,1.57%
1/6/2021,97956,97778,98222,96800,1.44M,0.46%
1/7/2021,97867,98133,98667,96889,970.09K,-0.09%
1/8/2021,99378,97867,100178,97867,1.52M,1.54%
1/11/2021,101156,100267,101867,100267,1.73M,1.79%
1/12/2021,101689,103111,103111,101067,1.10M,0.53%
1/13/2021,98756,101689,101867,98756,1.39M,-2.88%
1/14/2021,98133,99111,99822,97778,1.62M,-0.63%
1/15/2021,98844,99022,99733,97600,1.39M,0.72%
1/18/2021,98044,99556,99644,97867,930.26K,-0.81%
1/19/2021,91289,98044,98044,91200,1.54M,-6.89%
1/20/2021,91822,91556,93333,91111,2.11M,0.58%
1/21/2021,93422,93333,93511,91556,1.76M,1.74%
1/22/2021,93333,93422,94667,93333,1.23M,-0.10%
1/25/2021,93156,93333,94044,92533,930.71K,-0.19%
1/26/2021,90222,93156,93333,88533,1.16M,-3.15%
1/27/2021,88889,90222,91556,88444,1.68M,-1.48%
1/28/2021,82667,83822,85333,82667,1.96M,-7.00%
1/29/2021,88356,82222,88444,82222,1.90M,6.88%
2/1/2021,88000,88356,91556,87822,1.51M,-0.40%
2/2/2021,94133,88000,94133,88000,1.99M,6.97%
2/3/2021,95556,93333,96000,93333,1.91M,1.51%
2/4/2021,93333,95467,95556,90667,1.15M,-2.33%
2/5/2021,95556,93333,95556,93333,1.04M,2.38%
2/8/2021,89778,95822,95822,89778,3.85M,-6.05%
2/9/2021,94400,92444,94667,90222,1.98M,5.15%
2/17/2021,96000,94489,96000,94400,1.41M,1.69%
2/18/2021,97778,95556,97778,94311,1.61M,1.85%
2/19/2021,96889,95644,97333,95111,1.61M,-0.91%
2/22/2021,97511,97067,98400,94222,1.67M,0.64%
2/23/2021,97778,96178,99289,95556,1.57M,0.27%
2/24/2021,96178,99022,99022,94222,1.07M,-1.64%
2/25/2021,96800,97333,97689,94311,1.14M,0.65%
2/26/2021,96889,94400,97689,94400,1.04M,0.09%
3/1/2021,96444,97689,97689,95733,874.91K,-0.46%
3/2/2021,96178,96444,96978,94400,1.04M,-0.28%
3/3/2021,95022,94756,96178,94667,1.21M,-1.20%
3/4/2021,95022,95644,95911,94756,1.88M,0.00%
3/5/2021,94489,95022,95556,94044,1.46M,-0.56%
3/8/2021,94222,94667,95111,93333,1.56M,-0.28%
3/9/2021,92711,93333,94489,88889,1.79M,-1.60%
3/10/2021,94222,92889,94222,90756,648.34K,1.63%
3/11/2021,94133,94222,96000,93867,1.25M,-0.09%
3/12/2021,94133,94133,94667,93333,1.26M,0.00%
3/15/2021,94222,94133,94400,93689,2.96M,0.09%
3/16/2021,93689,94222,94222,93244,1.53M,-0.57%
3/17/2021,93067,92622,93600,92444,1.42M,-0.66%
3/18/2021,94756,93778,94756,93511,1.66M,1.81%
3/19/2021,96356,93867,96356,93867,1.83M,1.69%
3/22/2021,95378,96356,96356,92889,1.10M,-1.01%
3/23/2021,94667,94222,95111,93422,1.16M,-0.75%
3/24/2021,95911,93778,96000,92267,1.24M,1.31%
3/25/2021,98133,95378,99911,95200,4.86M,2.32%
3/26/2021,99911,97778,100889,97778,3.29M,1.81%
3/29/2021,100267,100000,100889,99822,3.53M,0.36%
3/30/2021,104000,100267,105422,99556,5.83M,3.72%
3/31/2021,104800,104444,106222,104000,3.18M,0.77%
4/1/2021,109333,105333,110578,104000,2.51M,4.33%
4/2/2021,109333,110133,110133,108000,2.54M,0.00%
4/5/2021,110489,112000,112178,109511,2.53M,1.06%
4/6/2021,112889,110489,115111,110222,2.23M,2.17%
4/7/2021,113511,112889,113778,111733,1.91M,0.55%
4/8/2021,111467,114133,114133,110222,1.70M,-1.80%
4/9/2021,111022,110933,111467,109422,1.97M,-0.40%
4/12/2021,117333,111022,118044,109689,3.92M,5.68%
4/13/2021,125067,123556,125511,120889,5.68M,6.59%
4/14/2021,124444,124444,126044,122756,4.62M,-0.50%
4/15/2021,125244,124356,128889,124356,3.85M,0.64%
4/16/2021,127111,125244,128089,124444,3.36M,1.49%
4/19/2021,128000,126311,128178,125422,3.17M,0.70%
4/20/2021,127200,128000,129689,127111,3.50M,-0.63%
4/22/2021,123378,126222,127022,122222,3.73M,-3.00%
4/23/2021,122933,123378,124000,118222,4.96M,-0.36%
4/26/2021,116889,123556,124000,116444,2.74M,-4.92%
4/27/2021,117422,116889,118222,116889,1.84M,0.46%
4/28/2021,116889,117422,118400,115378,1.81M,-0.45%
4/29/2021,116444,116889,118222,116178,2.45M,-0.38%
5/4/2021,118756,116089,119911,112800,1.95M,1.99%
5/5/2021,118844,118756,120711,118756,1.43M,0.07%
5/6/2021,117778,118844,119111,116444,1.20M,-0.90%
5/7/2021,117333,117333,117333,114222,1.99M,-0.38%
5/10/2021,117778,117333,117778,114756,1.24M,0.38%
5/11/2021,116444,117778,118578,116000,1.31M,-1.13%
5/12/2021,115378,115556,117333,113778,1.56M,-0.92%
5/13/2021,112444,113778,115556,112444,1.94M,-2.54%
5/14/2021,111378,112444,112889,109511,2.94M,-0.95%
5/17/2021,110222,112000,115556,110222,2.72M,-1.04%
5/18/2021,107556,110222,112000,107556,2.76M,-2.42%
5/19/2021,106756,106667,107556,104978,2.45M,-0.74%
5/20/2021,109244,106756,109511,106667,2.35M,2.33%
5/21/2021,108889,109333,109333,107111,1.83M,-0.32%
5/24/2021,108533,108889,109867,107556,2.23M,-0.33%
5/25/2021,108711,108800,108800,107733,1.70M,0.16%
5/26/2021,108178,108444,108622,107111,1.89M,-0.49%
5/27/2021,106933,107467,107556,105778,2.34M,-1.15%
5/28/2021,106489,106756,109333,105778,2.08M,-0.42%
5/31/2021,104444,106489,106667,103111,2.08M,-1.92%
6/1/2021,106667,103289,107556,103111,2.42M,2.13%
6/2/2021,104444,106844,108356,104000,3.52M,-2.08%
6/3/2021,105333,104889,105600,104000,2.80M,0.85%
6/4/2021,107556,105333,107556,105333,4.15M,2.11%
6/7/2021,109333,109156,112444,108444,4.14M,1.65%
6/8/2021,106489,111022,111733,105778,3.04M,-2.60%
6/9/2021,105600,106667,107556,104000,2.04M,-0.83%
6/10/2021,103556,105333,105956,103556,3.30M,-1.94%
6/11/2021,104889,104000,104889,103378,1.95M,1.29%
6/14/2021,106667,105067,107111,104978,2.17M,1.70%
6/15/2021,108178,106667,108444,106222,1.52M,1.42%
6/16/2021,105867,108178,108178,105778,1.33M,-2.14%
6/17/2021,104000,104889,105689,104000,3.20M,-1.76%
6/18/2021,104356,104889,105156,104000,2.01M,0.34%
6/21/2021,104356,104444,105689,104267,1.68M,0.00%
6/22/2021,104444,104889,105511,104089,2.43M,0.08%
6/23/2021,103911,104889,104978,103556,1.44M,-0.51%
6/24/2021,104444,104800,105067,103822,1.55M,0.51%
6/25/2021,104444,104178,104889,103733,1.98M,0.00%
6/28/2021,103733,104444,104533,103733,1.92M,-0.68%
6/29/2021,104889,103911,106044,103911,2.63M,1.11%
6/30/2021,105778,104889,108000,104889,3.02M,0.85%
7/1/2021,105422,106400,106578,105333,2.47M,-0.34%
7/2/2021,104444,104978,105689,104444,2.01M,-0.93%
7/5/2021,102222,104444,104444,102133,3.11M,-2.13%
7/6/2021,99556,102222,103111,99556,3.38M,-2.61%
7/7/2021,101333,99556,101333,97778,2.82M,1.78%
7/8/2021,98667,100444,100444,98222,1.67M,-2.63%
7/9/2021,96533,98489,98667,95556,2.01M,-2.16%
7/12/2021,92444,96444,97778,90400,3.22M,-4.24%
7/13/2021,91556,92533,93422,88000,2.65M,-0.96%
7/14/2021,91556,91556,94578,90667,2.91M,0.00%
7/15/2021,90667,91556,92178,89956,2.91M,-0.97%
7/16/2021,94044,90756,94311,90756,2.43M,3.72%
7/19/2021,91467,91644,93333,89333,2.08M,-2.74%
7/20/2021,91556,91200,91822,88889,2.40M,0.10%
7/21/2021,92444,91644,94667,90667,3.11M,0.97%
7/22/2021,94400,92444,94933,92178,2.52M,2.12%
7/23/2021,92444,94400,96711,92444,3.47M,-2.07%
7/26/2021,92622,93156,93689,91644,2.18M,0.19%
7/27/2021,92711,93333,94044,92711,1.62M,0.10%
7/28/2021,93511,92711,93778,92444,1.34M,0.86%
7/29/2021,93422,93778,93867,92889,1.21M,-0.10%
7/30/2021,95289,95111,95378,94222,2.63M,2.00%
8/2/2021,95556,95556,97422,95022,1.89M,0.28%
8/3/2021,101778,97244,102222,96889,8.20M,6.51%
8/4/2021,101333,102667,103467,101333,3.24M,-0.44%
8/5/2021,101333,101067,102222,100356,2.31M,0.00%
8/6/2021,100711,102222,103022,100711,3.40M,-0.61%
8/9/2021,100533,100622,101067,99200,3.62M,-0.18%
8/10/2021,100444,102222,102222,100444,3.18M,-0.09%
8/11/2021,98667,100444,101333,98667,2.68M,-1.77%
8/12/2021,98756,98667,100356,98222,2.06M,0.09%
8/13/2021,98578,99111,99733,98222,2.38M,-0.18%
8/16/2021,98311,99556,100178,98311,3.47M,-0.27%
8/17/2021,98900,100000,103400,98900,4.89M,0.60%
8/18/2021,97900,99000,100200,97900,2.30M,-1.01%
8/19/2021,104000,97900,104000,96700,3.52M,6.23%
8/20/2021,97700,100000,102000,97200,4.95M,-6.06%
8/23/2021,96200,97500,97700,95800,2.16M,-1.54%
8/24/2021,95400,96400,97000,95100,1.42M,-0.83%
8/25/2021,94600,95400,95400,93000,2.06M,-0.84%
8/26/2021,93100,94600,94600,93000,1.77M,-1.59%
8/27/2021,94800,93000,95000,91500,2.49M,1.83%
8/30/2021,94100,95000,95300,94100,1.41M,-0.74%
8/31/2021,94100,94100,95100,93800,1.53M,0.00%
9/1/2021,94100,94100,95000,94100,1.30M,0.00%
9/6/2021,95000,94400,95800,94200,1.93M,0.96%
9/7/2021,93900,95500,95500,93900,2.28M,-1.16%
9/8/2021,92000,94000,94300,92000,2.51M,-2.02%
9/9/2021,91300,92200,92400,91300,2.70M,-0.76%
9/10/2021,91300,91800,92000,91300,1.61M,0.00%
9/13/2021,92000,91800,93400,91600,1.83M,0.77%
9/14/2021,92000,92300,92900,91900,1.42M,0.00%
9/15/2021,91400,92000,92400,91300,1.04M,-0.65%
9/16/2021,87800,91400,91400,87800,15.13M,-3.94%
9/17/2021,86800,88000,89200,86800,5.57M,-1.14%
9/20/2021,86700,87000,88900,86000,4.01M,-0.12%
9/21/2021,85600,85500,86400,85000,4.52M,-1.27%
9/22/2021,86100,85600,86900,85400,2.85M,0.58%
9/23/2021,87100,86500,87400,86400,2.66M,1.16%
9/24/2021,87000,87100,87500,86300,3.21M,-0.11%
9/27/2021,86100,87000,87500,83200,3.00M,-1.03%
9/28/2021,86500,85300,87000,85200,2.39M,0.46%
9/29/2021,86700,86700,86900,86000,1.91M,0.23%
9/30/2021,88000,86500,89400,86500,3.40M,1.50%
10/1/2021,87700,88000,88400,87200,1.73M,-0.34%
10/4/2021,87800,87600,88000,87100,1.57M,0.11%
10/5/2021,88600,87800,88800,87100,2.37M,0.91%
10/6/2021,88600,88800,89000,88100,1.74M,0.00%
10/7/2021,88800,88300,89500,88300,2.29M,0.23%
10/8/2021,89300,89000,89500,88800,1.30M,0.56%
10/11/2021,91900,89400,92000,89400,2.69M,2.91%
10/12/2021,92900,92000,93000,92000,2.44M,1.09%
10/13/2021,93100,93000,93800,92800,2.58M,0.22%
10/14/2021,92500,93200,93200,91500,2.68M,-0.64%
10/15/2021,92600,92500,93000,92000,1.55M,0.11%
10/18/2021,92600,92300,92900,91100,2.04M,0.00%
10/19/2021,92400,92600,92700,91500,1.69M,-0.22%
10/20/2021,92300,92300,92500,89900,3.13M,-0.11%
10/21/2021,91000,91700,92600,91000,2.85M,-1.41%
10/22/2021,91800,91000,91800,90800,1.43M,0.88%
10/25/2021,92100,91900,92500,91200,1.34M,0.33%
10/26/2021,92200,91800,92200,90900,1.34M,0.11%
10/27/2021,95000,92000,95000,91600,3.91M,3.04%
10/28/2021,95000,95000,95400,93600,2.09M,0.00%
10/29/2021,95800,94200,96500,94200,2.27M,0.84%
11/1/2021,95800,95800,96000,94900,2.23M,0.00%
11/2/2021,95800,95700,96000,94900,1.65M,0.00%
11/3/2021,95300,95800,95800,93900,3.57M,-0.52%
11/4/2021,95000,95200,95500,94000,1.88M,-0.31%
11/5/2021,95000,94500,95000,94000,1.79M,0.00%
11/8/2021,94900,95000,95500,94500,1.79M,-0.11%
11/9/2021,94900,95400,95400,93200,2.37M,0.00%
11/10/2021,94900,95100,95200,93600,1.68M,0.00%
11/11/2021,94800,94900,95000,93900,2.19M,-0.11%
11/12/2021,94500,94800,94800,93900,1.13M,-0.32%
11/15/2021,95000,94500,95100,94000,1.92M,0.53%
11/16/2021,94800,95000,95100,93900,1.64M,-0.21%
